DateID,LabID,OthLabID,Problems,CRA,Error,DC13,Material,Species,SiteID,SiteName,SiteContext,SiteType,Country,Longitude,Latitude,LocQual,Source,Comments
4079,Hd-16530,,,2839,22,,,,5536,Khirbat al-Jariya,"WAJ540, Slag heap KJ27, base at 0.75 m deep",smeltig site,JO,35.452,30.707,A,Hunt et al. 2007; Ben-Yosef et al. 2010,
4080,Hd-16533,,,4044,40,,,,5590,Khirbat Hamrat Ifdan (Wadi Fidan 120),"Trench 1, locus 114",smelting site,JO,35.391014,30.663588,A,Hunt et al. 2007,
4081,Hd-16534,,,3914,45,,,,5590,Khirbat Hamrat Ifdan (Wadi Fidan 120),"Trench 2, locus 209",smelting site,JO,35.391014,30.663588,A,Hunt et al. 2007,
4082,Hd-16668,,,3560,36,,wood,,789,Hisarlik (Troy),"phase V, D20. 472",settlement,TR,26.2389,39.9575,A,CalPal,
4083,Hd-16680,,,4026,39,,charcoal,,789,Hisarlik (Troy),"phase Ie, D3. 363",settlement,TR,26.2389,39.9575,A,CalPal,
4084,Hd-16682,,,3491,16,,wood,,789,Hisarlik (Troy),"phase V, D20. 471",settlement,TR,26.2389,39.9575,A,CalPal,
4085,Hd-16724-17186,,,7239,29,,charcoal,,990,Hoca Çesme,"phase III, 16M 11.68, 1.95 m; pit on bedrock; III; phase III",settlement,TR,26.1336,40.7061,B,Brami and Zanotti 2015; CalPal; Flohr et al. 2016; TAY Project; Reingruber and Thissen 2016,
4086,Hd-16725-119145,,,7496,69,,charcoal,,990,Hoca Çesme,"phase IV, 17M 5.18.8b 4/a, 1.71 m; IV; phase IV",settlement,TR,26.1336,40.7061,B,Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project,
4087,Hd-16726-17084,,,7005,33,,charcoal,,990,Hoca Çesme,"phase III, 15N 7.43.101 4/b, 1.65 m; III; phase III",settlement,TR,26.1336,40.7061,B,Brami and Zanotti 2015; CalPal; Flohr et al. 2016; TAY Project; Reingruber and Thissen 2016,
4088,Hd-16727-17038,,,7028,50,,charcoal,,990,Hoca Çesme,"phase III, 15M 2.9.17 4/c, 0.80 m; III; phase III",settlement,TR,26.1336,40.7061,B,Brami and Zanotti 2015; CalPal; Flohr et al. 2016; TAY Project; Reingruber and Thissen 2016,
4089,Hd-16733,,,3815,42,,charcoal,,789,Hisarlik (Troy),,settlement,TR,26.2389,39.9575,A,Horejs 2014,
4090,Hd-16734,,,3932,46,,charcoal,,789,Hisarlik (Troy),"phase IIb2, E4.701",settlement,TR,26.2389,39.9575,A,CalPal,
4091,Hd-16735,,,4058,41,,charcoal,,789,Hisarlik (Troy),"phase IIb1, E4.639",settlement,TR,26.2389,39.9575,A,CalPal,
4092,Hd-16781-835,,,9261,181,-24.35,charcoal,,3385,Nevali Çori,I/II,settlement,TR,38.6056,37.5183,A,Benz 2014; CalPal; Flohr et al. 2016; TAY Project,
4093,Hd-16782-351,,,9243,55,-24.54,grain (charred),Cerealia,3385,Nevali Çori,I/II,settlement,TR,38.6056,37.5183,A,Grupe and Peters 2008; Flohr et al. 2016; TAY Project,
4094,Hd-16783-769,,,9212,76,-24.54,grain (charred),Cerealia,3385,Nevali Çori,I/II,settlement,TR,38.6056,37.5183,A,Grupe and Peters 2008; Flohr et al. 2016; TAY Project,
4095,Hd-16784-768,,,9882,224,-24.67,charcoal,,3385,Nevali Çori,"III-V ?; III-V (?) (PPND); area H5, pit 277",settlement,TR,38.6056,37.5183,A,Benz 2014; CalPal; Flohr et al. 2016; TAY Project,
4096,Hd-16810,,,4173,37,,charcoal,,789,Hisarlik (Troy),"phase Ij, D3.278",settlement,TR,26.2389,39.9575,A,CalPal,
4097,Hd-16830,,,4010,66,,wood (twigs),,789,Hisarlik (Troy),"phase Proto-IV.4-5, D8, 644",settlement,TR,26.2389,39.9575,A,CalPal,
4098,Hd-16831,,,3767,53,,wood (twigs),,789,Hisarlik (Troy),"phase Proto-IV.6, D8, 832",settlement,TR,26.2389,39.9575,A,CalPal,
4099,Hd-16832,,,4117,46,,charcoal,,789,Hisarlik (Troy),"phase Ij, D3.266",settlement,TR,26.2389,39.9575,A,CalPal,
4100,Hd-16833,,,3851,25,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.5, D8, 924",settlement,TR,26.2389,39.9575,A,CalPal,
4101,Hd-17187,,,3881,56,,grain,,789,Hisarlik (Troy),"phase Proto-IV.5, D8, 853",settlement,TR,26.2389,39.9575,A,CalPal,
4102,Hd-17219-17541,,,8812,61,,charcoal,,522,Ghuwayr 1,"SW-Area 1, 10S40W; early phase; phase I; Area I, 10S40W",settlement,JO,35.5061,30.6231,A,Simmons and Najjar 1998; CalPal; Maher et al. 2011; Flohr et al. 2016,
4103,Hd-17220-17550,,,8627,46,,charcoal,,522,Ghuwayr 1,"SW-Area 1, 05S35W; I/III; phase III; Area I, 05S35W",settlement,JO,35.5061,30.6231,A,Simmons and Najjar 1998; CalPal; Maher et al. 2011; Flohr et al. 2016,
4104,Hd-17221-17359,,,8528,89,,charcoal,,522,Ghuwayr 1,"NE-Area 4, 30N10E; IV/II?; phase II?; Area IV, 30N10E",settlement,JO,35.5061,30.6231,A,Simmons and Najjar 1998; CalPal; Maher et al. 2011; Flohr et al. 2016,
4105,Hd-17471,,,6082,44,,,,5541,Wadi Fidan 8,"A, 8/7, locus 7",open air site,JO,35.4703,30.6235,B,Hunt et al. 2009,
4106,Hd-17664,,,4011,28,,charcoal,,789,Hisarlik (Troy),"phase IIb1, E3.39",settlement,TR,26.2389,39.9575,A,CalPal,
4107,Hd-17705,,,6239,170,,charcoal,,3382,Kumtepe,IA2/3; KT A2/A3; F28.0671,settlement,TR,26.22,39.96,B,Gabriel 2000; Reingruber and Thissen 2016; TAY Project; Flohr et al. 2016,
4108,Hd-17706,,,3713,44,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.3, D8, 1768",settlement,TR,26.2389,39.9575,A,CalPal,
4109,Hd-17707,,,4541,55,,charcoal,,3382,Kumtepe,IB2/C,settlement,TR,26.22,39.96,B,Reingruber and Thissen 2016; TAY Project,
4110,Hd-17711,,,3827,28,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.3, D8, 1493",settlement,TR,26.2389,39.9575,A,CalPal,
4111,Hd-17805,,,4106,104,,charcoal,,789,Hisarlik (Troy),"phase Late II, D7. 429",settlement,TR,26.2389,39.9575,A,CalPal,
4112,Hd-17841,,,3859,41,,seeds,Pisum,789,Hisarlik (Troy),"phase Proto-IV.4, D8, 1206",settlement,TR,26.2389,39.9575,A,CalPal,
4113,Hd-17859,,,3783,30,,seeds,Pisum,789,Hisarlik (Troy),"phase Proto-IV.4, D8, 1206",settlement,TR,26.2389,39.9575,A,CalPal,
4114,Hd-17861,,,3903,34,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.3, D8, 1843",settlement,TR,26.2389,39.9575,A,CalPal,
4115,Hd-17870,,,4378,39,,charcoal,,3382,Kumtepe,IB2/C,settlement,TR,26.22,39.96,B,Reingruber and Thissen 2016; TAY Project,
4116,Hd-17916,,,3849,37,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.3, D8, 1704",settlement,TR,26.2389,39.9575,A,CalPal,
4117,Hd-17937,,,3839,38,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.5, D8, 1150",settlement,TR,26.2389,39.9575,A,CalPal,
4118,Hd-18913,,,3575,34,,grain,,789,Hisarlik (Troy),"phase Late IV?, K8. 727",settlement,TR,26.2389,39.9575,A,CalPal,
4119,Hd-18919,,,5893,38,,bone,Homo sapiens,3382,Kumtepe,IA1; KT A1; F28.1046,settlement,TR,26.22,39.96,B,Gabriel 2000; Reingruber and Thissen 2016; TAY Project; Flohr et al. 2016,
4120,Hd-19141,,,5880,41,,bone,Homo sapiens,3382,Kumtepe,IA1; KT A1; F28.1044,settlement,TR,26.22,39.96,B,Gabriel 2000; Reingruber and Thissen 2016; TAY Project; Flohr et al. 2016,
4121,Hd-19222,,,4511,31,,charcoal/nutshell,Quercus,20298,Limantepe,,settlement,TR,26.7668,38.325,A,Image,
4122,Hd-19486,,,4470,73,,seeds,,12945,Khirbat az Zayraqun,B1.5:1b2; HZ91-416,settlement,JO,35.9333,32.5833,A,Genz 2002,
4123,Hd-19492,,,4730,49,,seeds,,12945,Khirbat az Zayraqun,Pr_-B1.6; HZ93-198,settlement,JO,35.9333,32.5833,A,Genz 2002,
4124,Hd-19575,,,4498,26,,wood,,12945,Khirbat az Zayraqun,F1.1:4c-4g; HZ94-81,settlement,JO,35.9333,32.5833,A,Genz 2002,
4125,Hd-19579,,,4485,36,,wood,,12945,Khirbat az Zayraqun,Pr_-B1.6; HZ93-180,settlement,JO,35.9333,32.5833,A,Genz 2002,
4126,Hd-19584,,,4474,27,,wood,,12945,Khirbat az Zayraqun,F1.1:2e; HZ94-46,settlement,JO,35.9333,32.5833,A,Genz 2002,
4127,Hd-19585,,,4426,30,,wood,,12945,Khirbat az Zayraqun,F1.1:4c; HZ94-85,settlement,JO,35.9333,32.5833,A,Genz 2002,
4128,Hd-19610,,,4522,32,,wood,,12945,Khirbat az Zayraqun,B1.6:1a1; HZ91-417,settlement,JO,35.9333,32.5833,A,Genz 2002,
4129,Hd-19612,,,4384,26,,wood,,12945,Khirbat az Zayraqun,F1.1:3; HZ94-69,settlement,JO,35.9333,32.5833,A,Genz 2002,
4130,Hd-19624,,,4449,29,,wood,,12945,Khirbat az Zayraqun,F1.1:3; HZ94-71,settlement,JO,35.9333,32.5833,A,Genz 2002,
4131,Hd-19625,,,4424,27,,wood,,12945,Khirbat az Zayraqun,B1.3:1b1; HZ87-205,settlement,JO,35.9333,32.5833,A,Genz 2002,
4132,Hd-19626,,,4388,26,,wood,,12945,Khirbat az Zayraqun,F1.1:3; HZ94-80,settlement,JO,35.9333,32.5833,A,Genz 2002,
4133,Hd-19640,,,8882,40,,charcoal,,2948,Aşıklı Höyük,Phase: visible base of site;NW cut; Visible base of mound; NW cut; visible base of site,settlement,TR,34.2298,38.3492,A,Kuniholm 1999; Erdoğu 2003; Brami and Zanotti 2015; Reninbruger and Thissen 2016; CalPal; Flohr et al. 2016,
4134,Hd-19672,,,4421,29,,charcoal,,789,Hisarlik (Troy),"phase IIa, F4. 70",settlement,TR,26.2389,39.9575,A,CalPal,
4135,Hd-19822,,,3931,23,,charcoal,,789,Hisarlik (Troy),"phase IIa, F4. 68",settlement,TR,26.2389,39.9575,A,CalPal,
4136,Hd-19823,,,3935,66,,charcoal,,789,Hisarlik (Troy),"phase IIa, F4. 67",settlement,TR,26.2389,39.9575,A,CalPal,
4137,Hd-19844,,,3838,24,,charcoal,,789,Hisarlik (Troy),"phase III.1, G6. 533",settlement,TR,26.2389,39.9575,A,CalPal,
4138,Hd-19853,,,3718,22,,wood (twigs),,789,Hisarlik (Troy),"phase IV.1, G6. 217",settlement,TR,26.2389,39.9575,A,CalPal,
4139,Hd-19856,,,3819,35,,wood (twigs),,789,Hisarlik (Troy),"phase IV.1, G6. 172",settlement,TR,26.2389,39.9575,A,CalPal,
4140,Hd-19857,,,3401,68,,wood (twigs),,789,Hisarlik (Troy),"phase IV.1, G6. 171",settlement,TR,26.2389,39.9575,A,CalPal,
4141,Hd-20025,,,9452,73,,seed (charred),Pistacia/Amygdalus,3646,Göbekli Tepe,"Phase: III;Enclosure A ""Schlangenpfeilergebäude"", Loc. 44.3, L9-75.; layer III; Enclosure A, locus 44.3, L9-75",settlement,TR,38.9225,37.2231,A,Kromer and Schmidt 1998; Thissen 2002; CalPal; Flohr et al. 2016,
4142,Hd-20036,,,9559,53,,seed (charred),Pistacia/Amygdalus,3646,Göbekli Tepe,"Phase: III;Enclosure A, ""Schlangenpfeilergebäude""; L 9-75, Loc. 48.1; layer III; Enclosure A, Locus 48.1, L9-75",settlement,TR,38.9225,37.2231,A,Kromer and Schmidt 1998; Thissen 2002; CalPal; Flohr et al. 2016,
4143,Hd-20039,,,3834,55,,charcoal,,789,Hisarlik (Troy),"phase III.1, G6. 558",settlement,TR,26.2389,39.9575,A,CalPal,
4144,Hd-20040,,,3972,31,,charcoal,,789,Hisarlik (Troy),"phase IIa, F4. 69",settlement,TR,26.2389,39.9575,A,CalPal,
4145,Hd-20061,,,2808,33,,,,3402,Bogazköy,Büyükkaya,settlement,TR,34.615278,40.019722,A,Schoop and Seeher 2006,
4146,Hd-20088,,,2899,26,,,,3402,Bogazköy,Büyükkaya,settlement,TR,34.615278,40.019722,A,Schoop and Seeher 2006,
4147,Hd-20174,,,3797,25,,grain,,789,Hisarlik (Troy),"phase IIg?, G6. 1056",settlement,TR,26.2389,39.9575,A,CalPal,
4148,Hd-20201,,,2863,27,,,,3402,Bogazköy,Büyükkaya,settlement,TR,34.615278,40.019722,A,Schoop and Seeher 2006,
4149,Hd-20264,,,2899,15,,,,3402,Bogazköy,Büyükkaya,settlement,TR,34.615278,40.019722,A,Schoop and Seeher 2006,
4150,Hd-20404,,,3819,27,,charcoal,,789,Hisarlik (Troy),"phase IIg, G6. 1087",settlement,TR,26.2389,39.9575,A,CalPal,
4151,Hd-20414,,,3860,40,,grain,,789,Hisarlik (Troy),"phase IIg, G6. 1054",settlement,TR,26.2389,39.9575,A,CalPal,
4152,Hd-20437,,,2904,24,,,,3402,Bogazköy,Büyükkaya,settlement,TR,34.615278,40.019722,A,Schoop and Seeher 2006,
4153,Hd-20465,,,2964,19,,,,3402,Bogazköy,Büyükkaya,settlement,TR,34.615278,40.019722,A,Schoop and Seeher 2006,
4154,Hd-20735,,,4051,68,,charcoal,,789,Hisarlik (Troy),"phase II, G6. 1207",settlement,TR,26.2389,39.9575,A,CalPal,
4155,Hd-20749,,,3844,38,,charcoal,,789,Hisarlik (Troy),"phase IV, z5. 74",settlement,TR,26.2389,39.9575,A,CalPal,
4156,Hd-20817,,,3998,29,,charcoal,,789,Hisarlik (Troy),"phase IIg, G6. 1131",settlement,TR,26.2389,39.9575,A,CalPal,
4157,Hd-20835,,,4082,30,,charcoal,,789,Hisarlik (Troy),"phase I-II transl., B5. 37",settlement,TR,26.2389,39.9575,A,CalPal,
4158,Hd-20907,,,6537,43,-25,charcoal,,3402,Bogazköy,"Phase Upper Plateau, Context 347/411-65, Pit 3, from flotation sample",settlement,TR,34.615278,40.019722,A,Reingruber and Thissen 2016,
4159,Hd-20910,,,7546,41,,charcoal,,3400,Bademagaci,"Early Neolithic 3; phase EN II/3, n.d.; EN II–3; Early Neolithic II/3",settlement,TR,30.4981,37.2231,A,Thissen 2002; Erdoğu; CalPal; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project,
4160,Hd-21013,,,4040,33,,charcoal,,789,Hisarlik (Troy),"phase I-II transl., B5. 36",settlement,TR,26.2389,39.9575,A,CalPal,
4161,Hd-21015,,,7481,40,,charcoal,,3400,Bademagaci,"Early Neolithic 4; phase EN II/4, n.d.; EN II–4; Early Neolithic II/4",settlement,TR,30.4981,37.2231,A,Thissen 2002; Erdoğu; CalPal; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project,
4162,Hd-21016,,,7424,37,,charcoal,,3400,Bademagaci,"Early Neolithic 4; phase EN II/4, n.d.; EN II–4; Early Neolithic II/4",settlement,TR,30.4981,37.2231,A,Thissen 2002; Erdoğu; CalPal; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project,
4163,Hd-21046,,,7307,41,,charcoal,,3400,Bademagaci,"Early Neolithic 1; phase EN I, n.d.; EN II–1; Early Neolithic II/1",settlement,TR,30.4981,37.2231,A,Thissen 2002; Erdoğu; CalPal; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project,
4164,Hd-21058,,,7459,51,,charcoal,,3400,Bademagaci,"Early Neolithic 3; phase EN II/3, n.d.; EN II–3; Early Neolithic II/3",settlement,TR,30.4981,37.2231,A,Thissen 2002; Erdoğu; CalPal; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project,
4165,Hd-21191,,,2699,18,,grain,Hordeum,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4166,Hd-21229,,,2872,35,,charcoal,,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4167,Hd-21231,,,2808,26,,charcoal,Pinus,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4168,Hd-21236,,,2641,25,,seeds,Lens culinaris,3401,Yassi Höyük (Gordion),Burnt Layer,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4169,Hd-21249,,,4810,66,,charcoal,,15957,Tepe Sialk,"Trench D (N31) Context 303, Phase 2",settlement,IR,51.404722,33.968889,A,Pollard et al. 2013,
4170,Hd-21255,,,4842,51,,charcoal,,15957,Tepe Sialk,"Trench D (N31) Context 303, Phase 2",settlement,IR,51.404722,33.968889,A,Pollard et al. 2013,
4171,Hd-21304,,,2655,19,,seeds,Linum usitatissimum,3401,Yassi Höyük (Gordion),Burnt Layer,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4172,Hd-21310,,,2823,33,,charcoal,Pinus,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4173,Hd-21318,,,2728,29,,vetch,,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4174,Hd-21327,,,2789,24,,charcoal,Pinus,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4175,Hd-21332,,,2678,18,,grain,Hordeum vulgare,3401,Yassi Höyük (Gordion),Burnt Layer (9th century BC),settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4176,Hd-21352,,,2674,20,,grain,Hordeum vulgare,3401,Yassi Höyük (Gordion),Burnt Layer,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4177,Hd-21354,,,2726,24,,grain,Triticum,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4178,Hd-21358,,,2647,32,,seeds,Lens culinaris,3401,Yassi Höyük (Gordion),Burnt Layer,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4179,Hd-21361,,,2693,27,,plant remains,Cyperaceae,3401,Yassi Höyük (Gordion),Burnt Layer,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4180,Hd-21364,,,2742,16,,charcoal,Pinus,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4181,Hd-21373,,,3278,22,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4182,Hd-21376,,,3301,30,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4183,Hd-21379,,,3298,28,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4184,Hd-21380,,,3004,24,,seeds,,3402,Bogazköy,silo,settlement,TR,34.615278,40.019722,A,Schoop and Seeher 2006,
4185,Hd-21391,,,3266,22,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4186,Hd-21400,,,3234,27,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4187,Hd-21401,,,3297,30,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4188,Hd-21429,,,3268,30,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4189,Hd-21432,,,3253,26,,grain,Cerealia,3402,Bogazköy,Büyükkaya Silo Kompleksi,settlement,TR,34.615278,40.019722,A,CalPal; TAY Project,
4190,Hd-21433,,,4123,29,,charcoal,,789,Hisarlik (Troy),"phase I-II transl., B5. 35",settlement,TR,26.2389,39.9575,A,CalPal,
4191,Hd-21451,,,3940,80,,charcoal,,789,Hisarlik (Troy),"phase IV, z5. 65",settlement,TR,26.2389,39.9575,A,CalPal,
4192,Hd-21452,,,3832,38,,charcoal,,789,Hisarlik (Troy),"phase IV, z5. 92",settlement,TR,26.2389,39.9575,A,CalPal,
4193,Hd-21474,,,3865,33,,charcoal,,789,Hisarlik (Troy),"phase IV-V, z5. 136",settlement,TR,26.2389,39.9575,A,CalPal,
4194,Hd-21475,,,3722,33,,charcoal,,789,Hisarlik (Troy),"phase IV, z5. 52",settlement,TR,26.2389,39.9575,A,CalPal,
4195,Hd-21510,,,3819,30,,charcoal,,789,Hisarlik (Troy),"phase IIg, G6.1155",settlement,TR,26.2389,39.9575,A,CalPal,
4196,Hd-21866,,,2733,23,,grain,Triticum,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4197,Hd-21867,,,2760,22,,grain,Triticum,3401,Yassi Höyük (Gordion),Phase 7,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4198,Hd-21880,,,2686,21,,plant remains,Cyperaceae,3401,Yassi Höyük (Gordion),Burnt Layer,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4199,Hd-21885,,,2703,29,,plant remains,Cyperaceae,3401,Yassi Höyük (Gordion),Burnt Layer,settlement,TR,31.994167,39.655,A,Manning et al. 2011,
4200,Hd-22226,,,3516,37,,charcoal,,789,Hisarlik (Troy),"phase V, x7. 357",settlement,TR,26.2389,39.9575,A,CalPal,
4201,Hd-22279,,,7465,27,,charcoal,,3400,Bademagaci,"EN II/4a; phase EN I/4 A, n.d.; EN II–4A; Early Neolithic II/4A",settlement,TR,30.4981,37.2231,A,CalPal; Brami and Zanotti 2015. Documenta Praehistorica 42; Bea De Cupere Refik Duru Gülsün Umurtak. Travaux de la Maison de l'Orient et de la Méditerranée Année 2008 Volume 49;http://www.14sea.org/; Flohr et al. 2016 Quaternary Science Reviews 136,
4202,Hd-22339,,,7553,31,,charcoal,,3400,Bademagaci,"EN II/4-3a; phase EN II/3 A, n.d.; EN II–3A/4; Early Neolithic II/4-3A",settlement,TR,30.4981,37.2231,A,CalPal; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016,
4203,Hd-22340,,,7949,31,,charcoal,,3400,Bademagaci,"EN I/8;deep sounding C5/III.5; phase EN 8, deep sounding C5/III.5, limestone plaster floor; EN I–8; Early Neolithic I/8; Deep sounding C5/III.5; carbonised wood next to plastered floor",settlement,TR,30.4981,37.2231,A,CalPal; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016,
4204,Hd-22538,,,3559,30,,charcoal,,789,Hisarlik (Troy),"phase V, x7. 368",settlement,TR,26.2389,39.9575,A,CalPal,
4205,Hd-22684,,,3831,53,,wood (twigs),,789,Hisarlik (Troy),"phase V.4, A5/6. 545",settlement,TR,26.2389,39.9575,A,CalPal,
4206,Hd-23609,,,2669,12,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4207,Hd-23610,,,2683,12,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4208,Hd-23611,,,2688,14,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4209,Hd-23612,,,2680,16,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4210,Hd-23624,,,2686,15,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4211,Hd-23638,,,2683,12,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4212,Hd-23639,,,2714,11,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4213,Hd-23644,,,2673,12,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4214,Hd-23645,,,2694,13,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4215,Hd-23653,,,3529,23,,charcoal,,789,Hisarlik (Troy),"phase V, A7. 1399",settlement,TR,26.2389,39.9575,A,CalPal,
4216,Hd-23655,,,2707,11,,seeds,,3401,Yassi Höyük (Gordion),,settlement,TR,31.994167,39.655,A,Voigt 2009,
4217,Hd-23658,,,3834,33,,charcoal,,789,Hisarlik (Troy),"phase V.2, A5/6. 717",settlement,TR,26.2389,39.9575,A,CalPal,
4218,Hd-23695,,,3663,20,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV. 4-6, A5/6, 777",settlement,TR,26.2389,39.9575,A,CalPal,
4219,Hd-23697,,,3905,33,,charcoal,,789,Hisarlik (Troy),"phase II, A7. 1416",settlement,TR,26.2389,39.9575,A,CalPal,
4220,Hd-23698,,,3946,28,,charcoal,,789,Hisarlik (Troy),"phase V, A7. 1443",settlement,TR,26.2389,39.9575,A,CalPal,
4221,Hd-23761,,,3871,60,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV. 4-6, A5/6, 905",settlement,TR,26.2389,39.9575,A,CalPal,
4222,Hd-23774,,,4013,61,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV. 4-6, A5/6, 820",settlement,TR,26.2389,39.9575,A,CalPal,
4223,Hd-23775,,,3876,52,,charcoal/bone/shell,,789,Hisarlik (Troy),"phase V.3, A5/6. 778",settlement,TR,26.2389,39.9575,A,CalPal,
4224,Hd-23776,,,4140,125,,charcoal,,789,Hisarlik (Troy),"phase V.2, A5/6. 716",settlement,TR,26.2389,39.9575,A,CalPal,
4225,Hd-23779,,,3769,37,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.3, A5/6, 921",settlement,TR,26.2389,39.9575,A,CalPal,
4226,Hd-23780,,,4012,50,,charcoal,,789,Hisarlik (Troy),"phase Proto-IV.2, A5/6, 893",settlement,TR,26.2389,39.9575,A,CalPal,
4227,Hd-23781,,,4380,170,,charcoal,,789,Hisarlik (Troy),"phase V.2, A5/6. 682",settlement,TR,26.2389,39.9575,A,CalPal,
4228,Hd-24052,,,3768,34,,charcoal,,789,Hisarlik (Troy),"phase V.4, A5/6. 477",settlement,TR,26.2389,39.9575,A,CalPal,
4229,Hd-24080,,,3791,39,,charcoal,,789,Hisarlik (Troy),"phase V.5, A5/6. 269",settlement,TR,26.2389,39.9575,A,CalPal,
4230,Hd-27170,ETH-35142,,9465,46,-24.7,charcoal,,3409,Ayia Varvara Asprokremnos,Tr06/105/C40,settlement,CY,33.48,35.07,B,Manning et al. 2010; Manning 2013; CalPal,
4231,Hd-27180,ETH-35155,,9477,43,-27.9,charcoal,,3409,Ayia Varvara Asprokremnos,Tr06/130/C31,settlement,CY,33.48,35.07,B,Manning et al. 2010; Manning 2013; CalPal,
4232,Hd-27217,ETH-35183,,9525,49,-31,charcoal,,3409,Ayia Varvara Asprokremnos,Tr06/130/C37,settlement,CY,33.48,35.07,B,Manning et al. 2010; Manning 2013; CalPal,
4233,Hd-27227,ETH-35183,,9452,25,-24.9,charcoal,,3409,Ayia Varvara Asprokremnos,Tr06/101/C27,settlement,CY,33.48,35.07,B,Manning et al. 2010; Manning 2013; CalPal,
